FEEDER,CAPACITY
BI32,4396.5
BI33,4518.0
BI34,4995.7
BI35,4819.0
BI36,4642.9
BI37,4963.3
BI38,4686.4
BI39,4986.0
BI40,3921.3
BI41,4696.2
BI42,5000.0
BI43,4964.7
BI45,2334.1
BI46,4990.3
BJ31,5000.0
BJ32,5000.0
BJ33,4296.9
BJ34,4968.5
BJ35,3129.9
BJ36,4500.2
BJ37,4749.3
BJ38,4985.2
BJ39,5000.0
BJ40,4951.4
BL21,4898.2
BL22,4951.4
BL23,4575.4
BL24,4346.9
BL25,4917.8
BL31,4821.6
BL32,4843.7
BL33,4964.0
BL34,4978.1
BL35,4658.2
BL36,0.0
BL37,5000.0
BL38,4972.4
BL39,4987.2
BL40,4848.3
BL65,9963.8
BL66,9946.7
BL67,9968.9
BL68,10000.0
BL69,10000.0
BM21,5000.0
BM22,4902.6
BM23,5000.0
BM24,5000.0
BM25,4956.3
BM26,4594.9
BM27,4542.3
BM28,4946.0
BM29,4962.4
BM30,4977.3
BM31,4922.8
BM32,4769.5
BM33,0.0
BM34,4174.8
BM35,3612.0
BM36,3083.4
BM37,5000.0
BM38,4586.5
BM39,3620.0
BM40,3770.7
BN21,4970.2
BN22,5000.0
BN23,4695.0
BN24,4098.8
BN25,3680.0
BN31,4984.7
BN32,4889.3
BN33,3580.0
BN34,3856.6
BN35,4510.3
BN36,4023.1
BN37,4981.3
BN38,5000.0
BN39,5000.0
BN40,4702.8
BN41,4980.2
BN42,4901.6
BN43,4973.9
BN45,0.0
BN46,4758.4
BO31,4725.1
BO32,5000.0
BO33,4323.1
BO34,4734.2
BO35,4945.7
BO36,3530.6
BO37,4868.6
BO38,4928.6
BO39,4432.8
BO40,4885.6
BP31,4561.4
BP33,4550.7
BP35,5000.0
BP36,5000.0
BP37,4993.8
BP41,3772.8
BP42,5000.0
BP43,5000.0
BP45,3993.5
BP46,4970.4
BQ21,4873.6
BQ22,4347.2
BQ23,4107.0
BQ24,4900.2
BQ25,4994.7
BQ26,4823.0
BQ27,4608.0
BQ28,4791.7
BQ29,4970.2
BQ30,4991.7
BQ31,5000.0
BQ32,5000.0
BQ33,5000.0
BQ34,4457.3
BQ35,4994.5
BQ36,4980.4
BQ37,5000.0
BQ38,5000.0
BQ39,3911.4
BQ40,4900.9
BR31,4656.8
BR32,5000.0
BR33,4996.2
BR34,5000.0
BR35,5000.0
BR36,2573.4
BR37,4698.7
BR38,5000.0
BR39,4973.7
BR40,3261.5
BR41,3501.2
BR42,0.0
BR43,5000.0
BR45,5000.0
BR46,0.0
BS31,5000.0
BS32,4803.3
BS33,5000.0
BS34,4215.4
BS35,5000.0
BS36,4083.3
BS37,4708.9
BS38,4912.5
BS39,4472.1
BS40,0.0
BS41,4840.0
BS42,5000.0
BS43,5000.0
BS45,5000.0
BS46,5000.0
BT31,4753.6
BT32,3709.4
BT33,4721.4
BT34,4474.8
BT37,4332.1
BT39,4413.4
BT40,5000.0
BT42,4750.4
BT45,4785.5
BT46,4611.7
BU21,3500.9
BU22,4860.8
BU23,5000.0
BU24,2305.1
BU25,4410.0
BU26,4543.0
BU27,4921.3
BU28,2697.2
BU29,4800.9
BU30,4406.3
BV21,5000.0
BV22,4997.5
BV23,4915.0
BV24,4947.9
BV25,4180.1
BV33,4543.0
BV34,4967.6
BV35,4882.4
BV36,4872.3
BV37,4693.9
BV38,4981.7
BV39,4651.0
BV40,4843.5
BV41,4989.8
BV42,5000.0
BV43,4449.7
BV45,4500.4
BV46,4954.6
BW31,4900.4
BW32,1033.8
BW33,4569.3
BW34,4910.7
BW35,4993.0
BW36,4691.6
BW37,5000.0
BW38,5000.0
BW39,4988.3
BW40,4505.2
BW41,4921.6
BW42,4953.7
BW43,4982.8
BW45,4971.5
BW46,3741.6
BX21,4990.0
BX22,2260.0
BX23,5000.0
BX24,4988.0
BX25,4722.6
BX31,4552.5
BX32,5000.0
BX33,4837.8
BX34,4982.1
BX35,4971.0
BX36,4370.5
BX37,4211.2
BX38,4991.8
BX39,4160.0
BX40,4988.2
BX41,4535.5
BX42,4757.4
BX43,3110.0
BX45,4068.8
BX46,4970.1
BY35,5000.0
BY36,4685.3
BY38,4974.9
BZ31,4984.2
BZ32,4943.8
BZ33,3958.2
BZ34,4963.1
BZ35,4781.7
BZ36,5000.0
BZ37,5000.0
BZ38,4927.5
BZ39,5000.0
BZ40,4949.6
LA31,4704.5
LA32,5000.0
LA33,4979.4
LA34,4945.3
LA35,4853.9
LB31,5000.0
LB32,5000.0
LB33,5000.0
LB34,5000.0
LB35,4989.9
LB36,4828.8
LB37,4995.5
LB38,4378.7
LB39,4980.2
LB40,4984.9
LC31,5000.0
LC32,5000.0
LC33,4995.8
LC34,4950.2
LC35,4976.1
LC36,4881.7
LC37,4970.2
LC38,4989.2
LC39,4745.1
LC40,5000.0
LD59,10000.0
LD62,10000.0
LD63,9931.2
LD66,10000.0
LD67,9992.7
LD70,10000.0
LD71,9866.0
LD73,9757.7
LF31,4992.7
LF32,5000.0
LF33,4532.0
LF34,5000.0
LF35,4984.6
LF36,4805.9
LF37,4979.6
LF38,4991.0
LF39,4669.2
LF40,5000.0
LF41,4269.8
LF42,4853.1
LF43,4970.8
LF44,4992.5
LF45,1290.0
LH31,4965.2
LH32,4310.0
LH33,4393.2
LH34,4959.8
LH35,4972.9
LH36,4971.4
LH37,4815.0
LH38,4978.0
LH39,4846.5
LH40,4564.8
LH41,4339.0
LH42,4991.6
LH43,4996.6
LH44,4587.9
LH45,5000.0
LJ31,5000.0
LJ32,4520.0
LJ33,5000.0
LJ34,5000.0
LJ35,4480.4
LJ36,5000.0
LJ37,5000.0
LJ38,5000.0
LJ39,4483.5
LJ40,5000.0
LJ41,5000.0
LJ42,4981.7
LJ43,5000.0
LJ44,5000.0
LJ45,3220.0
LK31,0.0
LK32,3610.6
LK33,4951.4
LK34,4990.0
LK35,3692.5
LK36,4980.5
LK37,3318.8
LK38,3944.5
LK39,4054.2
LK40,5000.0
LK41,5000.0
LK42,4906.9
LK43,4372.1
LK44,4733.8
LK45,4648.7
LN31,3603.9
LN32,3154.8
LN33,4963.7
LN34,4511.5
LN35,4783.0
LN36,3568.3
LN37,4722.6
LN38,4958.9
LN39,3459.7
LN40,3549.4
LN41,4866.1
LN42,4966.5
LN43,4500.2
LN44,4635.6
LN45,4885.9
LR30,4247.4
LR31,4985.0
LR32,4870.1
LR33,5000.0
LR34,4982.9
LR35,5000.0
LR36,5000.0
LR37,4967.9
LR38,4941.8
LR39,4982.1
LR40,4958.6
LR41,4494.7
LR42,5000.0
LR43,4442.5
LR44,4745.0
LR45,4919.6
LR47,4954.8
LR49,5000.0
LS31,5000.0
LS32,5000.0
LS34,5000.0
LS35,5000.0
LS36,2644.3
LS37,5000.0
LS38,5000.0
LS39,5000.0
LS40,4575.2
LS51,9229.1
LS53,10000.0
LS54,10000.0
LS55,10000.0
LS56,10000.0
LS57,10000.0
LS58,10000.0
LV31,4562.4
LV34,3588.1
LV35,4860.0
LV38,5000.0
LV39,4963.7
LV40,5000.0
LW30,5000.0
LW31,5000.0
LW32,4964.1
LW33,4970.4
LW34,5000.0
LW35,5000.0
LW36,5000.0
LW37,4115.8
LW38,4601.3
LW39,5000.0
LX31,5000.0
LX32,4967.5
LX34,4984.6
LX35,3190.5
LX36,4933.5
LX37,0.0
LX38,4756.4
LX39,5000.0
LX40,4989.7
LY31,5000.0
LY32,4709.3
LY33,4600.4
LY35,4353.4
LY36,4396.7
LY37,4021.8
LY38,5000.0
LY39,4171.0
LY40,3576.7
LY41,4576.7
LY43,4569.1
LY44,4018.8
LY46,4200.7
LY47,5000.0
LY48,4840.1
LZ31,4385.6
LZ32,4944.5
LZ33,4703.9
LZ34,4720.0
LZ35,363.2
MA50,9228.8
MA51,9654.6
MA52,9951.7
MA53,9990.9
MA54,10000.0
MA55,10000.0
MA56,9989.9
MA57,10000.0
MA58,10000.0
MA59,9964.8
MA5A,9390.5
MA5B,10000.0
MA60,10000.0
MA61,10000.0
MA62,10000.0
MA63,9964.2
MA64,10000.0
MA65,10000.0
MA66,10000.0
MA67,9993.9
MA68,10000.0
MA69,9604.1
MA70,9524.9
MA71,9547.3
MA72,8896.6
MA73,9928.0
MA74,10000.0
MA75,9980.9
MA76,9640.0
MA77,10000.0
MA78,10000.0
MA79,10000.0
MB61,9987.3
MB62,9964.0
MB63,9959.5
MB65,9989.8
MB66,9980.4
MB68,9859.0
MB71,9974.3
MB73,10000.0
MB74,10000.0
MB75,10000.0
MB76,9041.2
MB78,9984.2
MC60,10000.0
MC61,9983.0
MC62,9561.7
MC64,9798.4
MC65,9992.2
MC66,9980.4
MC67,9993.0
MC68,9534.0
MC69,9817.0
MC70,9951.1
MC71,9901.8
MC72,10000.0
MC73,9954.6
MC75,9855.0
MC76,9978.5
MC77,10000.0
MC78,9403.4
MC79,9660.6
MD50,9959.4
MD51,10000.0
MD52,10000.0
MD56,10000.0
MD57,9930.2
MD59,10000.0
MD5A,9561.6
MD60,9968.4
MD61,10000.0
MD62,9872.9
MD63,9990.7
MD64,9102.0
MD65,9959.1
MD66,9959.7
MD67,9432.8
MD68,9886.9
MD69,10000.0
MD70,9943.1
MD71,9968.9
MD72,10000.0
MD73,10000.0
MD75,10000.0
MD77,10000.0
MD78,10000.0
MD79,10000.0
ME21,5000.0
ME22,4309.5
ME23,5000.0
ME24,4586.0
ME25,5000.0
ME26,5000.0
ME27,4863.5
ME28,5000.0
ME29,4520.0
ME30,5000.0
ME31,5000.0
ME32,5000.0
ME33,5000.0
ME34,4855.6
ME35,4597.8
ME36,5000.0
ME37,4940.8
ME38,4902.3
ME39,4601.6
ME40,4721.7
MF30,5000.0
MF31,5000.0
MF33,4470.1
MF34,4991.3
MF35,5000.0
MF36,5000.0
MF37,4904.3
MF38,4874.8
MF39,4951.2
MF40,549.0
MF41,5000.0
MF42,4930.6
MF43,4325.7
MF44,4911.4
MF45,5000.0
MF46,5000.0
MF47,4890.0
MF48,3604.1
MF49,4764.0
MF60,9923.7
MF61,9732.5
MF62,10000.0
MF63,10000.0
MF64,9983.2
MF65,9673.8
MF66,9741.5
MF67,10000.0
MG31,5000.0
MG32,5000.0
MG33,4966.5
MG34,5000.0
MG35,5000.0
MG36,5000.0
MG37,4980.7
MG38,5000.0
MG39,5000.0
MG40,4765.3
MG41,5000.0
MG42,5000.0
MG43,4500.2
MG44,5000.0
MG45,5000.0
MG61,9650.7
MG62,10000.0
MG63,9964.1
MG64,9942.4
MG65,9995.1
MG66,0.0
MG67,9963.1
MG68,9833.5
MG69,10000.0
MH34,5000.0
MH35,4051.2
MH36,4368.1
MH37,1627.8
MH38,4532.2
MH39,4204.9
MH40,5000.0
MH41,4614.8
MH42,4715.6
MH43,5000.0
MH44,5000.0
MH45,3517.2
MH46,4177.5
MH47,3726.0
MH48,4691.7
MH49,4792.0
MI21,5000.0
MI22,5000.0
MI23,5000.0
MI24,5000.0
MI25,5000.0
MI26,5000.0
MI27,5000.0
MI28,5000.0
MI29,5000.0
MI30,5000.0
MI32,5000.0
MI33,5000.0
MI34,5000.0
MI35,5000.0
MI61,9750.9
MI62,10000.0
MI63,10000.0
MI64,10000.0
MI65,10000.0
MI66,10000.0
MI67,10000.0
MI68,10000.0
MI69,10000.0
MI70,10000.0
MI72,10000.0
MI73,10000.0
MI74,10000.0
MJ61,9808.4
MJ62,9968.7
MJ63,9900.8
MJ64,9422.8
MJ65,9604.6
MJ66,9994.5
MJ67,9950.7
MJ68,9962.8
MJ69,10000.0
MJ70,9914.2
MJ71,9750.1
MJ72,9990.4
MJ73,10000.0
MJ74,9995.2
MJ75,10000.0
MJ76,9477.8
MJ77,9519.4
MJ78,10000.0
MK20,4570.0
MK21,5000.0
MK22,4373.4
MK23,4520.9
MK24,4806.4
MK25,5000.0
MK26,4623.4
MK27,4236.1
MK28,3736.6
MK29,4769.0
MK30,4675.3
MK31,3783.3
MK32,4033.7
MK33,4424.1
MK34,4482.3
MK35,3400.0
MK36,5000.0
MK37,4920.8
MK38,4010.0
MK39,5000.0
MK40,0.0
MK41,820.0
MK42,4739.6
MK43,4805.8
MK44,3900.0
MK45,4120.0
MK46,4917.8
MK47,4613.6
MK48,4275.4
MK49,4901.8
ML21,4020.0
ML22,4794.7
ML23,4980.2
ML24,4707.8
ML25,4412.8
ML27,4089.3
ML28,3355.5
ML29,4977.7
ML30,4960.8
ML31,4328.6
ML32,4902.8
ML33,4860.6
ML34,4761.7
ML35,3660.0
ML36,4340.2
ML37,4740.4
ML38,4679.9
ML39,4966.5
ML40,4980.3
ML43,4527.1
ML44,0.0
MM5B,10000.0
MM66,10000.0
MM67,9772.1
MM69,10000.0
MM70,10000.0
MM73,10000.0
MM74,9249.3
MM75,10000.0
MM77,10000.0
MN50,9921.3
MN51,9992.7
MN52,9964.2
MN53,10000.0
MN54,9980.4
MN55,9933.3
MN56,10000.0
MN57,9903.1
MN58,9955.4
MN59,10000.0
MN60,10000.0
MN61,9212.4
MN62,9651.4
MN63,9986.3
MN64,10000.0
MN65,9993.1
MP21,4376.6
MP22,4020.0
MP23,5000.0
MP24,4425.7
MP25,3373.8
MP26,5000.0
MP27,4990.4
MP28,2210.0
MP29,4990.4
MP30,4169.6
MP31,4808.5
MP32,1570.0
MP34,5000.0
MP35,4884.8
MP36,4481.9
MP37,5000.0
MP38,5000.0
MP39,3780.0
MP40,4942.2
MQ52,10000.0
MQ53,9548.3
MQ54,9646.9
MQ55,10000.0
MQ56,9090.3
MQ58,10000.0
MQ65,9613.6
MQ66,10000.0
MQ67,8877.4
MQ68,9290.0
MQ69,10000.0
MQ6A,10000.0
MQ73,9624.9
MQ75,10000.0
MR30,4304.2
MR31,4958.8
MR32,4774.4
MR33,4835.1
MR34,4980.1
MR61,9974.2
MR62,10000.0
MR63,8965.6
MR64,0.0
MR65,9457.9
MR66,9529.3
MS21,5000.0
MS22,5000.0
MS23,5000.0
MS24,5000.0
MS25,5000.0
MS26,5000.0
MS27,4500.1
MS28,5000.0
MS30,4321.0
MS31,5000.0
MS32,5000.0
MS33,5000.0
MS35,4959.7
MS37,5000.0
MS38,4842.2
MS39,4554.8
MS40,4659.3
MS61,10000.0
MS62,10000.0
MS63,10000.0
MS64,9623.2
MS65,9598.9
MS67,10000.0
MS68,10000.0
MT30,5000.0
MT31,4647.7
MT32,5000.0
MT33,3907.2
MT34,4980.2
MT35,5000.0
MT36,4542.9
MT37,4990.2
MT38,5000.0
MT39,4725.7
MT40,4500.3
MT41,4911.8
MT42,4924.9
MT43,4753.2
MT44,4446.5
MT45,5000.0
MT46,4655.8
MT47,4155.7
MT48,5000.0
MT49,4990.4
MU50,9717.2
MU51,10000.0
MU52,9686.2
MU53,9600.9
MU54,9556.3
MU55,9980.5
MU56,9994.5
MU57,9941.2
MU60,9927.4
MU61,9990.8
MU62,9759.7
MU63,9950.9
MU64,10000.0
MU65,10000.0
MU66,8943.1
MU67,9898.4
MV50,10000.0
MV51,9324.4
MV52,7496.3
MV53,8976.6
MV54,9301.8
MV56,9903.6
MV58,10000.0
MV59,9124.1
MV60,10000.0
MV61,10000.0
MV62,8622.5
MV63,10000.0
MY21,4904.1
MY22,4951.2
MY23,4742.6
MY24,4995.0
MY25,4168.5
MY26,4727.0
MY27,5000.0
MY28,5000.0
MY29,4949.7
MY30,4606.7
MY31,5000.0
MY32,4980.2
MY33,4906.1
MY34,4871.5
MY35,5000.0
MY36,4982.4
MY37,5000.0
MY38,4793.6
MY39,4864.8
MY40,4532.2
MY51,8746.3
MY52,6865.0
MY53,2967.1
MY54,8006.8
MY55,6514.1
MY56,9281.4
MY57,8362.8
MY58,7013.3
MY61,8762.4
MY62,8392.3
MY63,7601.8
MY64,8944.3
MY65,9950.4
MY66,6906.4
MY67,9599.6
MY68,9442.8
MZ30,4772.1
MZ31,4004.0
MZ32,3640.0
MZ33,4813.4
MZ34,3345.0
MZ35,4670.0
MZ36,4770.0
MZ37,3780.0
MZ38,920.0
MZ39,3120.0
MZ40,280.0
MZ41,4891.7
MZ42,2241.9
MZ43,4381.1
MZ44,4611.0
MZ45,2230.9
MZ46,4385.6
MZ47,3050.0
MZ48,0.0
MZ49,3853.9
