FEEDER,CAPACITY
IF35,4210.0
IF36,3530.0
IF37,0.0
IF38,0.0
IF39,3840.0
IG30,4780.1
IG31,4845.2
IG32,4895.4
IG33,4769.6
IG34,4709.5
IG35,4510.5
IG36,4756.6
IG37,3819.6
IG38,4302.1
IG39,4764.5
IG40,4077.3
IG41,3923.0
IG42,4708.7
IG43,4534.1
IG44,4848.7
IG45,4766.3
IG46,4685.0
IG47,2810.0
IG48,3903.1
IG49,4980.5
IH20,4984.4
IH21,4492.5
IH22,4991.6
IH23,4921.6
IH24,4485.0
IH25,4900.4
IH26,4869.2
IH27,4958.9
IH28,4788.3
IH29,4641.4
IH31,5000.0
IH32,5000.0
IH33,4503.1
IH34,4963.9
IH35,4652.3
II20,4875.0
II21,5000.0
II22,4957.0
II24,4887.8
II25,4606.0
II26,4989.6
II27,4930.4
II28,4935.0
II29,4741.9
II30,5000.0
II31,5000.0
II32,5000.0
II33,4670.7
II34,4980.5
IJ20,5000.0
IJ21,4980.3
IJ22,4114.8
IJ23,4936.6
IJ24,4876.6
IJ25,4935.8
IJ26,4926.8
IJ27,4754.0
IJ28,4994.0
IJ29,5000.0
IJ30,4990.2
IJ31,4849.5
IJ32,4600.4
IJ33,4865.5
IJ34,5000.0
IK30,4903.8
IK31,5000.0
IK32,4851.2
IK33,3138.7
IK34,5000.0
IK36,4995.1
IK37,4224.9
IK38,4570.5
IK39,4670.7
IK40,4913.3
IK41,4820.6
IK42,2230.0
IK43,4878.8
IK44,4466.1
IK46,5000.0
IK47,2590.0
IK48,4970.9
IK49,4889.7
IL20,5000.0
IL21,4981.3
IL22,3872.4
IL23,4917.2
IL24,5000.0
IL25,4962.5
IL26,4788.1
IL27,4967.6
IL28,5000.0
IL29,4987.7
IL30,4990.7
IL31,4873.2
IL32,5000.0
IM20,4824.9
IM22,4985.7
IM23,4671.8
IM24,4970.2
IM25,4984.9
IM26,4938.4
IM27,4793.1
IM28,3940.0
IM29,4918.2
IM30,4686.7
IN21,5000.0
IN22,4332.0
IN23,5000.0
IN24,5000.0
IN25,4955.7
IN26,3756.5
IN27,4960.6
IN28,4894.5
IN29,4960.9
IN30,4246.9
IN31,4936.0
IN32,4980.2
IN33,2010.0
IN34,4829.0
IO21,4887.6
IO22,4280.0
IO23,4926.9
IO24,4690.0
IO25,5000.0
IO26,0.0
IO51,3628.1
IO52,9229.5
IO53,8916.6
IO54,9809.2
IO55,2969.1
IO56,7542.4
IO61,10000.0
IO62,8731.6
IO63,7858.9
IO64,0.0
IO65,9801.8
IO66,7076.2
IO71,5647.9
IO72,9734.2
IO73,3304.9
IO74,8583.3
IO75,7228.0
IO76,6059.6
IP20,5000.0
IP21,5000.0
IP22,5000.0
IP23,5000.0
IP25,5000.0
IP26,4980.4
IP27,4872.6
IP28,3643.6
IP29,5000.0
IP30,5000.0
IP31,4242.1
IP32,4385.8
IP33,5000.0
IP34,3161.0
IQ21,4692.1
IQ22,4937.0
IQ23,4122.8
IQ24,4737.8
IQ25,3736.0
IQ26,4500.4
IQ27,4995.0
IQ28,4934.5
IQ29,4520.0
IQ30,4949.0
IQ31,4336.4
IQ32,5000.0
IQ33,4983.9
IQ34,5000.0
IQ35,4902.8
IR20,3666.1
IR21,3964.4
IR22,4685.1
IR23,4425.1
IR24,4801.2
IR25,4390.8
IR26,4168.5
IR27,4974.3
IR28,4900.1
IR29,4853.9
IR31,4213.1
IR32,5000.0
IR33,4949.6
IR34,4451.6
IR35,4683.7
IR36,4991.7
IR40,5000.0
IS20,4403.8
IS21,4861.2
IS22,2227.1
IS23,0.0
IS24,1104.7
IS25,4491.1
IS26,0.0
IS27,4309.7
IS28,0.0
IS29,4704.1
IT20,5000.0
IT21,4938.4
IT22,4307.2
IT23,4495.4
IT24,4855.5
IT25,4981.1
IT26,5000.0
IT27,4994.0
IT28,5000.0
IT29,5000.0
IT30,4778.8
IT31,4900.1
IT32,5000.0
IT33,5000.0
IT34,4820.3
IU21,5000.0
IU22,4988.6
IU23,1730.0
IU24,5000.0
IU25,4191.9
IU26,5000.0
IU27,2853.7
IU28,4828.4
IU29,5000.0
IU30,4193.3
IU31,4464.5
IU32,4993.8
IU33,4885.8
IU34,4991.0
IU35,4811.1
IU36,4523.6
IU37,5000.0
IU38,4098.9
IU39,4241.1
IU40,4945.3
IV21,4991.0
IV22,4773.3
IV24,5000.0
IV25,2276.1
IV29,5000.0
IV31,4994.5
IV32,4971.9
IV33,2569.0
IV34,4560.8
IV35,4770.0
IV51,10000.0
IV52,9700.5
IV53,10000.0
IV54,9223.8
IV55,9340.2
IW20,4688.5
IW21,4619.8
IW22,0.0
IW23,4900.6
IW24,4741.1
IW25,4267.1
IW26,5000.0
IW27,0.0
IW28,1140.0
IW29,3553.7
IW30,4604.5
IW31,4390.0
IW32,4346.4
IW33,5000.0
IW34,0.0
IX20,3473.4
IX21,4250.1
IX22,3639.0
IX23,4753.8
IX24,4887.9
IX25,4924.0
IX26,4409.5
IX27,5000.0
IX28,4321.3
IX29,4262.5
IX30,4777.9
IX31,4962.6
IX32,2382.4
IX33,0.0
IX34,4622.9
IY20,180.0
IY21,4081.1
IY22,4583.8
IY23,1605.7
IY24,0.0
IY25,812.2
IY26,4900.4
IY27,4000.4
IY28,2866.7
IY29,4198.6
IY31,3059.0
IY32,502.6
IY33,0.0
IY34,0.0
IY35,3526.0
IZ21,4766.7
IZ22,2680.0
IZ23,4397.2
IZ24,4972.6
IZ25,5000.0
IZ26,4678.1
IZ51,10000.0
IZ52,9029.3
IZ53,10000.0
IZ54,8784.8
IZ55,9667.0
IZ56,6501.6
IZ61,8886.8
IZ62,9500.5
IZ63,9387.3
IZ64,9559.8
IZ65,9510.7
IZ66,8793.5
