FEEDER,CAPACITY
CW36,2228
CW37,2554.5
CW38,2063
CW39,2049
CW40,2491
CW41,1980
CW42,3362
CW43,2574
CW44,3523
CW45,2090
CW50,2519
CW51,2712
CW52,3237
CW53,2850
CW55,2491
CW56,2657
CW57,3956
CW58,2270
CW59,2298
CX31,2315
CX32,1883.2
CX33,1624
CX34,2813
CX35,2122
CX36,2629.64
CX37,1928
CX38,1597
CX39,2910
CX40,2136
CZ21,2657
CZ22,2546
CZ23,2228
CZ24,3334
CZ25,2892
CZ26,3016
CZ27,2353
CZ28,3165.25
CZ29,2146
CZ30,3042.36
CZ54,4663.96
DD31,2310
DD35,4142.55
DL23,3750.72
EE21,3401.24
EL37,2802.76
EM33,4900
EM35,3877
EN22,2306.425
EN23,4057
EN30,3020
EN35,3090
EN38,2163
EZ35,3284.28
EZ43,3800.22
OA40,3749
OC73,4730
OX22,2880
SN39,2645
TA33,5157
TA71,2629
TC30,5966
TE25,5986
TH21,5311
TH22,4175.36
TH23,5429
TH24,5489
TH25,5568
TH26,5715.39
TH27,6061
TH28,5815
TH29,2645
TH30,2129.24
TH31,5686
TH32,6160
TH33,5223
TH34,5804
TH35,5173
TJ23,3313
TJ28,4659
TJ32,2961
TJ35,4087
TK29,2349
TK30,3356
TL50,3419
TM68,5157
TN21,6697
TN22,6954
TN23,5552
TN24,6697
TN25,3399
TN31,3301
TN32,6730.75
TN34,6578
TN35,4604
TN51,2906
TN52,2234
TN53,2076
TN54,1918
TN62,1918
TN63,2471
TN64,2076
TN71,2076
TN73,3222
TN75,2155
TN76,1958
TN77,2471
TT30,4264.11
TV23,2428
TV31,5419.445
TV34,6397
TW21,4857
TW22,4403
TW23,6733
TW24,5410
TW25,3435
TW26,5271
TW27,5410
TW28,5074
TW29,5565.885
TW30,5232
TW31,2665
TW32,5508
TW33,3494
TW34,3731
TW35,4797
TW36,3573
TW37,4738
TW38,5804
TW39,5390
TW40,5390
TX23,5232
TX35,4501
TZ24,5433
TZ25,5251
TZ27,4663
TZ30,4367
TZ32,4683
TZ37,6361
TZ38,7625
TZ39,1879
TZ56,2581.5
W220,2570
W221,3241
W222,2531
W223,2960.86
W224,3557
W225,2452
W226,2590
W227,2629
W228,2669
W229,3202
W250,3972
W251,3024
W252,3371
W253,2827
W255,3648.23
W256,3577
W257,5394
W258,2084.32
W260,2866
W261,2827
W262,3854
W265,4051
W266,4999
W267,3854
W268,5078
W350,3498
W351,8395
W352,2945
W353,5224.11
W35A,4643
W35B,3577
W35C,3814
W35D,4327
W360,3103
W361,3340
W362,4762
W363,5552
W364,2353
W365,3656
W367,2037
W370,4683
W371,3735
W372,3696
W373,3024
W421,3044
W422,2432
W423,3241
W424,2847
W426,3103
W427,3380
W429,3498
W430,2708
W431,3814
W432,2155
W433,2906
W436,3478
W462,6420
W464,3064
W466,6381
W467,3538
W468,6776
WA21,3317
WA22,2329
WA23,2369
WA24,2408
WA25,2704
WA26,2665
WA27,2053
WA28,3017.84
WA29,2448
WA30,2527
WA31,1974
WA32,2053
WA33,3178
WB21,3119
WB22,2764
WB23,1678
WB24,1737
WB25,3711
WB26,2349
WB27,2487
WB28,2862
WB29,2428
WB30,3080
WB31,2724
WB32,2310
WB33,2724
WB34,1697
WB35,2448
WB36,3297
WB37,2290
WB38,2191
WB39,2685
WB40,2389
WC21,3080
WC22,3080
WC23,2231
WC24,3196.66
WC25,2665
WC51,3277
WC52,2156.84
WC53,3830
WC54,3080
WC56,1974
WD19,3419
WD20,2708
WD21,3182
WD22,3083
WD23,2392
WD24,3419
WD25,3024
WD26,3775
WD27,3557
WD28,3557
WD29,3597
WD30,3241.2
WD31,3044
WD32,3360
WD33,3202
WD34,3735
WD35,2899.5
WD36,3182
WD37,4525
WD38,3083
WD70,4169
WD71,4643
WD72,5868
WD75,3261
WD76,4959
WD77,3972
WE21,2349
WE22,2171
WE23,3218
WE24,1836
WE25,2487
WE26,2922
WE27,2532.66
WE28,2507
WE29,2290
WE30,2941
WF20,2610
WF21,2136
WF23,2017
WF25,3557
WF27,2787
WF29,3439
WF30,2363.055
WF31,3380
WF32,2491
WF34,3143
WF35,3439
WF37,3538
WF39,4031
WF50,1997
WF51,3182
WF52,3174.32
WF53,3103
WF55,2511
WF56,2590
WF60,2155
WF62,2155
WF63,4032.24
WF65,2460.2
WG22,2171
WG23,2053
WG24,2073
WG26,1658
WG27,3751
WG28,2053
WG31,1717
WG34,2645
WH23,2787
WH55,3164
WH57,4801
WH62,3854
WH65,4209
WH71,5433
WH72,2748
WH76,2866
WI21,2152
WI22,2714.25
WI23,2547
WI24,2922
WI25,3909
WI26,3504.4
WI27,1539
WI28,3514
WI29,2305.2
WI30,3352.01
WJ21,2033
WJ22,1994
WJ23,1638
WK21,2310
WK23,2073
WL10,2787
WL11,3004
WL12,2096
WL13,3024
WL14,3557
WL15,3439
WL16,2353
WL17,4308
WL18,2204.11
WL19,2570
WL21,3419
WL22,3766.79
WL23,2827
WL24,2610
WL25,3439
WL26,2945
WL27,1997
WL28,2333
WL29,3272.72
WL30,3024
WL31,3044
WL32,3617
WL33,3123
WL34,2708
WL35,2886
WL36,2234
WL37,3952
WL38,1899
WL39,3024
WL40,3676
WL41,2869
WL42,1638
WL43,3080
WL44,2823
WL45,2783
WL46,3080
WL47,2922
WL48,2191
WL49,2823
WL50,2843
WL70,6420
WL71,4248
WL72,2787
WL75,3182
WL76,5144.4
WL77,6065
WM20,4782
WM21,2195
WM22,3143
WM23,2175
WM24,2728
WM25,2155
WM26,2570
WM27,2728
WM28,3355.39
WM29,2595.54
WM30,2929
WM31,3004
WM32,2669
WM33,2847
WM34,2689
WM35,2234
WM36,3316.4
WM37,2175
WM38,2452
WM39,2017
WM51,3577
WM53,4327
WM55,2094.52
WM65,2109.64
WM70,4880
WM71,3538
WM72,3814
WM75,4920
WM76,3775
WM77,4382.655
WN21,2428
WN22,3080
WN23,3020
WN24,3139
WN25,1954
WN26,3178
WN27,2882
WN28,2250
WN29,2428
WN30,3099
WN31,2665
WN32,3178
WN33,2428
WN34,2724
WN35,2329
WN51,3790
WN52,2724
WN53,3869
WN54,2764
WP30,2310
WP32,1836
WP35,3119
WQ32,2389
WQ33,2744
WQ34,2092
WQ62,2764
WR20,4229
WR21,3320
WR22,3143
WR23,2886
WR24,3103
WR25,2748
WR26,3518
WR27,2965
WR28,3044
WR30,3279
WR31,3419
WR32,3024
WR33,3986.28
WR34,2985.24
WR35,3261
WR36,3320
WR37,3143
WR38,3399
WR40,1938
WR41,2906
WR42,3143
WR43,3044
WR44,2570
WR45,2728
WR46,3380
WR47,3755
WR48,2866
WS28,2112
WU20,2748
WU21,2945
WU22,3281
WU23,3268
WU24,2471
WU25,3360
WU26,2965
WU27,3399
WU28,2669
WU29,2550
WU30,2450.25
WU31,3439
WU32,3064
WU33,3320
WU34,2787
WU35,3261
WU36,2906
WU37,2768
WU38,3384.84
WU39,2906
WV20,1958
WV24,2353.11
WV25,2491
WV29,2215
WV30,2442.4
WV35,1978
WV39,1918
WW50,3301
WW51,2392
WW52,2866
WW53,3064
WW54,5473
WW55,6545.2
WW56,3340
WW57,4604
WW5A,4130
WW5B,7560.24
WW5C,3064
WW5D,2353
WW60,2590
WW61,2550
WW62,5196
WW63,6302
WW64,2313
WW65,4525
WW66,2669
WW67,5394
WW6A,2906
WW6B,4999
WW6C,4288
WW6D,5078
WW70,2866
WW71,3182
WW72,4327
WW73,3972
WW74,5690
WW75,5389.59
WW76,4130
WW77,2353
WX21,2274
WX22,3083
WX23,3004
WX24,2353
WX25,2649
WX26,2985
WX27,3439
WX28,3103
WX29,2491
WX30,2057
WX60,2392
WX61,3419
WX62,6736
WX63,4130
WX65,3419
WX66,2392
WX67,3617
WX68,3735
WX70,3143
WX71,4327
WX72,6198.04
WX73,3103
WX75,6736
WX76,2116
WX77,2849
WX78,5724
WZ22,3162
WZ24,0
WZ25,2175
WZ26,3177
WZ51,3764.48
WZ52,4051
YA42,3399
YA43,2511
YA44,3263.14
YA45,3103
YA46,2412
YA47,2906
YA48,3992
YA49,3123
YA51,3419
YA52,4058.98
YA53,4098.98
YA55,3143
YA56,2116
YA57,6835.24
YA61,4288
YA62,3064
YA63,5413.26
YA65,3999
YA66,4762
YA67,2985
YB31,1839
YB33,3182
YB34,2530.05
YB35,2965
YB36,2412
YB39,2689
YB40,2610
YB51,2945
YB52,5117
YB53,2748
YB54,6104
YB55,5311.44
YB71,2906
YB72,4702.26
YB73,2906
YB74,4599.16
YB75,4762
YC55,3064
YC74,4248
YD21,1918
YD22,3656
YD23,2847
YD24,1918
YD25,2313
YD26,2550
YD27,2866
YD28,1918
YD29,1918
YD30,3064
YD31,3123
YD32,2313
YD33,3103
YD36,2333
YD37,2985
YD38,3380
YD39,4545
YD40,3064
YD72,3735
YD73,4604
YD74,2669
YD75,3775
YD76,2708
YD77,2866
YD78,3775
YE21,2487
YE22,2270
YE24,2920.25
YE26,2310
YE27,2191
YE28,2902
YE31,2389
YE33,2606
YE36,2408
YE37,2973.36
YE39,1836
YE41,2744
YE42,2881.5
YE43,2250
YF21,2171
YF22,2310.52
YF23,1994
YF24,2722.58
YF25,1895
YF26,1915
YF27,4699
YF28,1599
YF29,1895
YF30,1816
YF31,3119
YF32,2132
YF33,2724
YF34,3554
YF35,1974
YF36,4205
YF37,1737
YF38,1855
YF39,2369
YF40,2606
YF41,1579
YF42,3415
YF43,2527
YF44,2577.02
YF45,2231
YG21,2629
YG22,3834
YG23,3241
YG24,2491
YG25,3046.67
YG27,3498
YG29,2886
YG31,2976
YG32,3992
YG33,3143
YG34,2847
YG35,2294
YG36,3222
YG37,3972
YG38,4189
YG39,2669
YG71,4169
YG77,4446
YG79,6223
YH22,1954
YH23,1717
YH24,2428
YH25,2132
YH26,2053
YH27,2369
YH28,1974
YH30,2665
YH31,2310
YH33,1638
YH34,2487
YH36,1816
YH37,1796
YH39,2724
YH40,3810
YJ01,2037
YJ02,3439
YJ03,3721.2
YJ04,3640.28
YJ05,3110
YJ07,2412
YJ08,4308
YJ09,3696
YJ10,3715
YJ11,3893
YJ12,3868.36
YJ13,2225.68
YJ14,2511
YJ15,2294
YJ16,2985
YJ17,2664.09
YJ18,2854.79
YJ19,3024
YJ20,3182
YJ21,2708
YJ22,3004
YJ23,4485
YJ25,2787.26
YJ26,2531
YJ27,3162
YJ28,2807
YJ29,2531
YJ30,3888.09
YJ31,3459
YJ32,3577
YJ33,3676
YJ34,2669
YJ35,2886
YJ36,2333.2
YJ37,2610
YJ51,5207.02
YJ52,2545.6
YJ53,4286.58
YJ56,3933.45
YJ57,3567.6
YJ58,4316.24
YK21,3040
YK22,2132
YK23,3430.09
YK24,2862
YK25,2468
YK26,2073
YK27,2487
YK28,3396
YK29,2882
YK30,3692
YK31,1658
YK32,3336
YK33,2921.26
YK34,3159
YK35,2783
YL21,2629
YL22,3281
YL23,2175
YL24,2728
YL25,1879
YL35,2550
YL58,3577
YL66,7639.4
YL67,3538
YL68,4333.2
YL71,5789
YL72,2708
YL73,2669
YL74,4232.49
YL76,5236
YL78,4485
YM21,2290
YM22,2566
YM24,2389
YM25,2468
YM26,2191
YM28,3040
YM29,3119
YM30,2112
YM31,4380.56
YM33,2724
YM34,3846.96
YM35,1915
YM36,2369
YM37,2132
YM38,2665
YM39,2329
YM41,3317
YM42,2152
YM43,2902
YM44,2744
YM45,2468
YN51,2748
YN66,3403
YN75,5512
YN76,3837.935
YP21,2606
YP22,2034.53
YP23,3554
YP24,3457.4
YP25,2586
YP26,2132
YP27,2191
YP28,2586
YP29,1833.32
YP30,3899.31
YP31,2744
YP32,4422
YP33,2547
YP34,3869
YP35,2250
YP36,2033
YP37,5034
YP38,2132
YP39,3514
YP40,2902
YP42,6476
YP43,2428
YP44,2290
YP45,2389
YQ21,3902.56
YQ23,2432
YQ24,3427.8
YQ25,3202
YQ26,2807
YQ27,2570
YQ28,2985
YQ29,2748
YQ30,2116
YQ31,2353
YQ32,3320
YQ34,2412
YQ36,3044
YQ37,2807
YQ38,1958
YQ39,2471
YQ40,3794
YR20,1800
YR31,1859
YR32,4090
YR33,3352.2
YR34,2155
YR35,3893
YR36,2037
YR37,2748
YR38,2432
YR39,2807
YR40,2115.25
YR41,2234
YR42,2353
YR43,2827
YR44,2203.72
YR45,2037
YR46,2057
YR47,2481.8
YR48,4241.31
YR49,2333
YR52,3854
YR53,2669
YR54,4555.72
YR56,3064
YR57,3538
YR58,1820
YR59,2452
YS21,2389
YS22,3060
YS23,2389
YS24,3238
YS25,2882
YS26,4329.66
YS27,3455
YS28,1954
YS29,1579
YS30,4205
YS31,3475
YS32,3368.26
YS33,2922
YS34,2902.4
YS35,2704
YS36,3869
YS37,2771.84
YS38,1934
YS39,3032.205
YS40,2448
YS41,2718.78
YS42,3001
YS43,2310
YS44,3434.31
YS45,2843
YT51,2827
YT52,4011
YT53,3972
YT54,2629
YT55,3329.3
YT56,5820.8
YT62,3933
YT63,0
YT64,3933
YT65,3261
YT66,2550
YT71,3048.16
YT72,2511
YT73,4074.36
YT74,3656
YT75,5526.04
YT76,3468.88
YU21,3458.6
YU23,3273.68
YU52,3261
YU53,2471
YU54,2427.5
YU62,2985
YU63,3656
YU64,3656
YU65,5265.67
YU71,3538
YU72,4367
YU73,3618.77
YU74,4645.2
YU75,3064
YV21,1500
YV22,2547
YV23,2922
YV24,3236.25
YV25,2487
YV26,2862
YV27,2783.05
YV28,3080
YV29,1579
YV30,3790
YV31,2941
YV32,3929
YV33,2665
YV34,1559
YV35,2882
YV36,2744
YV37,1934
YV38,2764
YV39,1539
YV40,2250
YV41,3494
YV42,1559
YV43,1954
YV44,2329
YV45,1954
YW21,2329
YW23,2586
YW24,1875
YW25,2082.5
YW26,3277
YW27,2389
YW28,1670.8
YW29,2270
YW30,3534
YW31,3511.9
YW32,1895
YW33,1915
YW34,2724
YW35,2665
YW36,1934
YW37,2428
YW38,1934
YW39,2307.65
YY31,2570
YY35,2570
YY36,1918
YY37,2728
YY48,3261
YY74,4801
