FEEDER,CAPACITY
KL21,3370.96
KL22,2834.08
KL23,2262.16
KL24,2602.64
KL25,2596.18
KL26,1611.215
KL27,2221.955
KL28,1897.02
KL29,1676.07
KL30,2112.2
KM21,1998
KM22,3365.8
KM23,3698
KM24,3134.86
KM25,3436.84
KM26,3255
KM27,3254.365
KM28,3370.13
KM29,2799
KM30,2472.3
KM31,3152.95
KM32,2752.2
KM33,3695.24
KM34,3072.25
KM51,2219
KN11,2875.5
KN12,2984.315
KN13,3483.09
KN14,2992.68
KN15,772.75
KN16,3845.09
KN17,1329.1
KN18,2085.06
KN19,3501.72
KN20,4255.22
KN21,1500
KN23,2581.75
KN24,2569.72
KN25,1991.74
KN26,1945.41
KN28,2536.57
KN29,1625.23
KN31,375.58
KN32,2280.8
KN33,2927.21
KN34,2669.955
KN35,1708.065
KN36,2336.33
KN37,3463.38
KN38,2277.82
KN39,2094
KN40,3040.3
KN41,2726.74
KN42,2873.595
KN43,3177.7
KN44,3475.84
KN45,1477.955
KQ21,2910
KQ22,2817.64
KQ23,1859
KQ24,1946.049
KQ25,2489.24
KQ26,2191
KQ27,3642
KQ28,3490
KQ29,3764.571
KQ30,2514.15
KQ32,3629
KQ33,3350.8
KQ34,5467.87
KQ35,2537
KQ36,805.545
KQ37,2426.74
KQ38,1000.44
KQ39,2799
KQ40,2270.66
KR21,2496
KR23,3517.83
KR24,1899.72
KR25,3348
KR26,3981.83
KR27,3627.29
KR29,2764.07
KR30,1942.25
KR31,3021.305
KR32,3494.635
KR33,2517.26
KR34,2185.11
KR35,3297
KR36,3825.1
KR37,2191
KR38,4298.48
KR39,2136
KR40,3380.805
KR43,3165.72
KR44,2910.75
KR45,1512.75
KS21,2839.17
KS22,3938.6
KS23,3636.2
KS24,3384.68
KS25,2102.05
KS26,2724.1
KS27,3552.31
KS28,3248.434
KS29,2039
KS30,3356.435
KS31,3787.06
KS32,3850
KS33,3696.415
KS34,1790
KS35,3297
KT21,2781
KT22,3138.25
KT23,4847.94
KT24,3251
KT25,3350.85
KT26,3113
KT27,3950.11
KT28,3011.32
KT29,4101.26
KT30,4094
KT31,4164
KT32,3983.73
KT34,3537.33
KT35,3433.541
KT36,2726
KT37,3887.255
KT38,2548.54
KT39,1985.8
KT71,4163.775
KT72,5988.69
KT74,3208.53
KT76,4201.215
KT77,5467.4
KU54,5305.32
KU57,1881.32
KU62,2353
KU65,2764.38
KU66,4398
KU67,2325
KU68,2257
KU71,3320
KU73,3685.96
KU75,1933.48
KU76,3409.38
KU78,8683.656
KV21,3652.8
KV22,2780.45
KV23,4105.16
KV24,4081
KV25,3677.6
KV26,4157.24
KV27,2820.1
KV28,3522.94
KV29,4151.67
KV30,3482
KV31,3699.32
KV32,4896
KV33,3150.5
KV34,3885
KV71,4092.91
KV72,4638.28
KV73,4986.1
KV74,5806.055
KV75,5155.65
KV76,2647.4
KW21,2468
KW22,2702
KW23,1996.2
KW24,3421.49
KW25,2977
KW26,3746.33
KW27,3144.7
KW28,2785
KW29,1977.98
KW30,2825.84
KW31,2951
KW32,2067
KW33,2329
KW34,3449
KW35,2637
KX21,2298.78
KX23,3168.57
KX31,1877.54
KX32,1846.72
KX33,2349.62
KY21,1966
KY22,3121.25
KY23,3117.124
KY24,3682.72
KY25,1940.91
KY26,2823.795
KY27,3187.42
KY28,2082.53
KY29,3754.5
KY30,3913.4
KY31,1922.61
KY32,2536.97
KY33,4140.35
KY34,2381
KY35,3537.57
KY36,4519.34
KY37,3741.52
KY38,2076.135
KY39,3699.9
KY40,3551.61
KZ21,3651.86
KZ22,2698.18
KZ23,3257.495
KZ24,3215.16
KZ25,2459.48
KZ26,3676.86
KZ27,3170.525
KZ28,2707.6
KZ29,3407
KZ30,2410.82
KZ31,3704.595
KZ32,3404.5
KZ33,3352.58
KZ34,2998.295
KZ35,2357.9
LX36,7522
MH49,5184.665
VA21,1914.58
VA22,423.05
VA23,4435.04
VA24,1211.57
VA25,4275.497
VA26,1862.5
VA27,1736.4
VA28,1440.931
VA29,1674.06
VA30,1998.98
VA31,1370.37
VA32,0
VA33,2369.36
VA34,3130.52
VA35,1989.025
VB21,1156.55
VB22,3487.22
VB23,1824.1
VB24,2506.78
VB25,2184.24
VB26,3021.61
VB27,2718.69
VB28,1854.77
VB29,3231.02
VB30,2116.72
VC31,2610.725
VC32,2958.35
VC33,3379.695
VC34,3863.4
VC35,2403.98
VC36,2667.92
VC37,3045.315
VC38,2785.29
VC39,3596.82
VC40,2662.64
VC61,4530.66
VC62,2536.8
VC63,3024.18
VC64,4501.35
VC65,2187
VC66,2302.92
VC67,2286.64
VC68,2189.005
VC69,6803
VC70,2195.4
VD21,14.195
VD22,0
VD23,2147.359
VD24,0
VD25,2006.76
VD26,0
VD27,377.46
VD28,1135.26
VD29,2805.375
VD30,2494.98
VD31,3120.4
VD32,3027.44
VD33,0
VD34,227.18
VD35,0
VE21,2228.32
VE22,2296.22
VE23,3633.21
VE24,2288.255
VE25,3315.64
VE26,2744.23
VE27,1984
VE28,990.36
VE29,2298.585
VE30,2627.155
VE31,2053
VE32,740.45
VE33,2978.07
VE34,2200.16
VE35,2526.73
VF21,3034.12
VF22,3392.765
VF23,2598.76
VF24,1275.18
VF25,3895.9
VF26,1471.605
VF27,3041.52
VF28,3711
VF29,2050.62
VF30,3864.644
VF31,1417.165
VF32,2089.37
VF33,2808.75
VF34,3025.56
VF35,3129.23
VG21,0
VG22,1794.75
VG23,2442.54
VG24,1394.52
VG25,3287.4
VG26,0
VG27,2398
VG28,1890.375
VG29,2412
VG30,3035.13
VG31,2965
VG32,3405.52
VG33,3899.2
VG34,1811.1
VG35,2244.1
VH21,251.4
VH22,1788.29
VH23,4029
VH24,1463.775
VH25,812.82
VH26,1152.06
VH27,1597
VH29,1601.88
VH30,1824.22
VH31,1859
VH32,2812.475
VH34,2039
VH35,1539.9
VI21,1942
VI22,1464.12
VI23,1887
VI24,0
VI26,1081.315
VI28,0
VI29,0
VI30,47.52
VI31,2324.175
VI32,2606.455
VI33,2074.08
VI34,2368.52
VI35,1887
VJ21,1621.305
VJ22,166.615
VJ23,2959.46
VJ24,759.365
VJ25,2796
VJ31,2555.305
VJ32,3499
VJ33,358.755
VJ34,1990.28
VJ35,2315.55
VJ52,1994
VJ53,2296.375
VJ54,2080.92
VJ55,2250.06
VJ56,2828.49
VJ57,2176.19
VJ59,915.65
VJ60,1300.4
VK21,0
VK22,0
VK23,2706.46
VK24,1755.85
VK25,0
VK26,0
VK27,882.12
VK28,0
VK29,419.08
VK30,4316.04
VK51,2148.28
VK55,2408
VK56,2400.44
VK57,2391.199
VK60,2451.84
